sample.n,id.string,site,plot,rep,depth,treatment,date.collected,BD,MC60,MC25,WEPw,WEPd,LysedCellP,frac.1.KCL.Pi,frac.2b.NaOH.Po,frac.2a.NaOH.Pi,frac.3.HCl.Pi,frac.4.Residue.P,frac.TP,Ca.3051a,Mg.3051a,Al.3051a,Fe.3051a,P.3051a,frac.Error,frac.Po,frac.Pi,TP.ign,HCl.Pi,HCl.Po,LOI,POXC,APA,TC,TN,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,fracOx.Al,fracOx.Fe,fracOx.P,MM.Al,MM.Fe,MM.P,pH,clay,silt,sand,year.core.n.depth,core.n,core.ID,site.n,field.rep,site.name,rst.yr,cls.yr,sample.date,P.1MKCl,BD.sd,Ox/IP,notes.x,lon,lat,project.x,site.plot,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,1991...12,1992...13,1993...14,1994...15,1995...16,1996...17,1997...18,1998...19,1999...20,2000...21,2001...22,2002...23,2003...24,2004...25,2005...26,2006...27,2007...28,2008...29,2009...30,2010...31,2011...32,2012...33,2013...34,2014...35,2015...36,2016...37,2017...38,2018...39,2019...40,2020...41,...42,2020...43,2019...44,2018...45,2017...46,2016...47,2015...48,2014...49,2013...50,2012...51,2011...52,2010...53,2009...54,2008...55,2007...56,2006...57,2005...58,2004...59,2003...60,2002...61,2001...62,2000...63,1999...64,1998...65,1997...66,1996...67,1995...68,1994...69,1993...70,1992...71,1991...72,sample.type,project.y,smpl.date,smpl.yr,notes.y,YSF,na.rm,equipment,lon.x,lat.x,description,project,lon1,lat1,lon2,lat2,lon3,lat3,index,name,lon.y,lat.y,elevation,collection start,collection end,solution status,lateral rms,sample count,antenna height,prior,WFPS,HCl.PSR
148,LC.2.N2.5,LC,2,5,0-5cm,N2,2019-07-10T00:00:00Z,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.2,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
149,LC.2.N2.6,LC,2,6,0-5cm,N2,2019-07-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.2,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
150,LC.2.O2.7,LC,2,7,0-5cm,O2,2019-07-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.2,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
151,LC.2.O2.8,LC,2,8,0-5cm,O2,2019-07-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.2,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
152,LC.2.O2.9,LC,2,9,0-5cm,O2,2019-07-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.2,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
153,MC.2.N2.4,MC,2,4,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
154,MC.2.N2.5,MC,2,5,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
155,MC.2.N2.6,MC,2,6,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
156,MC.2.O2.7,MC,2,7,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
157,MC.2.O2.8,MC,2,8,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
158,MC.2.O2.9,MC,2,9,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC.2,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,n,NA,n,n,n,n,NA,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,0,n,n,n,n,0,n,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,15.668206999999938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
159,DM.2.N2.4,DM,2,4,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
160,DM.2.N2.5,DM,2,5,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
161,DM.2.N2.6,DM,2,6,0-5cm,N2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
162,DM.2.O2.7,DM,2,7,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
163,DM.2.O2.8,DM,2,8,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
164,DM.2.O2.9,DM,2,9,0-5cm,O2,2019-07-31T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DM.2,0,11,0,0,11,1,2018,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,y,y,NA,y,NA,y,y,y,y,y,NA,NA,y,NA,NA,y,NA,NA,NA,0,0,y,0,0,y,0,0,y,y,y,y,y,0,y,0,y,y,0,0,0,y,0,0,0,0,0,0,0,0,intact cores,IC2019,20190731,2019.668207,NA,1.6682069999999385,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row crop,NA,NA
165,LC.0.N2.4,LC,0,4,0-5cm,N2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
166,LC.0.N2.5,LC,0,5,0-5cm,N2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
167,LC.0.N2.6,LC,0,6,0-5cm,N2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
168,LC.0.O2.7,LC,0,7,0-5cm,O2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
169,LC.0.O2.8,LC,0,8,0-5cm,O2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
170,LC.0.O2.9,LC,0,9,0-5cm,O2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.0,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
171,LC.4.N2.4,LC,4,4,0-5cm,N2,2019-09-18T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.8045000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.4,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,NA,NA
